"Individual","full_path","haplogroup"
"HG01577","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01578","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01583","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01586","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H -> H2","H2"
"HG01589","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01593","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01595","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01596","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01597","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01598","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01599","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01600","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01602","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01603","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01605","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01606","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01607","L1 -> L1b","L1b"
"HG01608","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01610","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01612","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01613","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01615","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01617","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01618","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT","JT"
"HG01619","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01620","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"HG01623","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG01624","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01625","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01626","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01628","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01630","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01631","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01632","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01668","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01669","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01670","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01672","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG01673","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01675","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01676","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01678","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01679","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01680","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"HG01682","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG01684","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01685","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG01686","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"HG01694","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG01695","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01697","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01699","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01700","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"HG01702","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG01704","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"HG01705","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01707","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01708","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01709","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01710","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG01746","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01747","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01756","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01757","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01761","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01762","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01765","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01766","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG01767","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"HG01768","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01770","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01771","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01773","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01775","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01776","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01777","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01779","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01781","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01783","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01784","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01785","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01786","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01789","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01790","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01791","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG01794","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01795","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01796","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01797","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01798","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"HG01799","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01800","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01801","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01802","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01804","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG01805","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01806","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01807","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG01808","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01809","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01810","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01811","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01812","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01813","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01815","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01816","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01817","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01840","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01841","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01842","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01843","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01844","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG01845","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01846","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01847","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01848","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01849","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01850","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01851","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01852","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"HG01853","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01855","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG01857","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01858","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01859","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01860","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01861","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01862","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01863","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01864","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01865","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01866","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"HG01867","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01868","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01869","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01870","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01871","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG01872","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01873","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01874","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG01878","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG01879","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01880","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01882","L0","L0"
"HG01883","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01885","L1","L1"
"HG01886","L1 -> L1b","L1b"
"HG01889","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01890","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01892","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01893","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01894","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01896","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01912","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01914","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01915","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01917","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01918","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01920","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01921","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01923","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01924","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01926","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01927","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01932","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01933","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01935","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01936","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01938","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01939","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG01941","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01942","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01944","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01945","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01947","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01948","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01950","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01951","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01953","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01954","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG01956","L1 -> L1b","L1b"
"HG01958","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01961","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01965","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01967","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01968","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01970","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01971","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01973","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01974","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01976","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG01977","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01979","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01980","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01982","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG01983","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01985","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG01986","L1","L1"
"HG01988","L1 -> L1b","L1b"
"HG01989","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG01990","L1","L1"
"HG01991","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01992","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG01997","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG02002","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02003","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02006","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02008","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG02009","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02010","L1","L1"
"HG02012","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02013","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG02014","L1","L1"
"HG02016","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02017","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02019","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02020","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02023","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02024","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02025","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02026","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02028","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02029","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02031","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02032","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG02035","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02040","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG02046","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02047","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02048","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02049","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02050","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02051","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02052","L1","L1"
"HG02053","L1","L1"
"HG02054","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02057","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02058","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02060","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02061","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02064","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"HG02067","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02069","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"HG02070","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02072","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02073","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02075","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02076","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02078","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02079","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02081","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02082","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02084","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02085","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02086","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02087","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02088","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02089","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02090","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02095","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02102","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG02104","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02105","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG02107","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02108","L1 -> L1b","L1b"
"HG02111","L0","L0"
"HG02113","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02116","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02121","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02122","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02127","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02128","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02130","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
